Comment,Toxic,Severe Toxic,Obscene,Threat,Insult,Identity Hate
My brother 😞  rip. From  turkey 🇹🇷🇹🇷🇦🇿,6.32,0.41,2.04,0.42,2.65,0.91
Beyond sad no one no one deserves to die like this..,13.62,0.11,2.44,0.09,2.42,0.31
Whats even more bizarre is that NONE of the other officers even bothered to intervene!!,7.66,0.1,1.76,0.1,1.62,0.32
He said he can't breathe. You wouldn't want a civilian to die? Stupidity,52.72,2.22,18.28,1.6,15.75,3.21
This was a public knee lynching.,4.61,0.19,1.27,0.19,1.69,0.47
"I think they're lying about the time he died, that poor man died on the street while being murdered right there.",0.78,0.01,0.16,0.01,0.25,0.03
People should be allowed and trained to intervene misbehaving cops,7.22,0.55,2.4,0.54,3.11,1.11
I can't believe this guy held his knee on his neck,91.59,3.06,60.4,1.47,40.68,4.58
"i think when he pissed himself, they should know something was wrong",2.23,0.06,0.57,0.05,0.82,0.17
The fracking police just suffocated him and now there like “oh call an ambulance he might be hurt” THEY HURT HIM AND ITS ALL THERE FAULT,4.88,0.24,1.43,0.24,1.92,0.57
This could be happening every minute and we don't even know. Thats just heartbreaking,0.44,0.0,0.07,0.0,0.11,0.01
"He may have used counterfeit money, but you didn’t need to choke him.",1.64,0.02,0.3,0.02,0.46,0.06
I Don't Think That 20$ Fake Dollars Costs Someone's Life!,7.05,0.5,2.29,0.51,2.95,1.06
"Look up tony timpa, cops did the same thing",2.51,0.06,0.61,0.06,0.87,0.19
The killer's reaction after what he did is killing me! It s like he s used to do the same..,1.32,0.02,0.27,0.02,0.41,0.06
When he welps I can feel his fear and hear his pain 💔,2.46,0.06,0.62,0.06,0.87,0.18
"Chauvin's behaviour is like an overseer in 19th century southern plantation. ""Great job, sir!""",2.38,0.06,0.62,0.06,0.89,0.19
"After watching this, I had trouble breathing... maybe it’s my allergies or asthma?",8.03,0.3,2.04,0.28,2.55,0.67
"he is saying : i can’t breathe , plz,plz,plz man,i can’t breathe,*Floyd crying*mamma,mamma,*stops      moving*.   bystander: GEt off he’s not moving,!!!!",3.71,0.05,0.73,0.04,0.97,0.15
BRUH IM SO MAD I RLY WANT TO K-,5.88,0.35,1.85,0.36,2.43,0.79
Bruh man this how shii go I’m done,7.83,0.49,2.44,0.5,3.02,1.04
That's very heartbreaking,5.98,0.36,1.88,0.36,2.46,0.8
YO DRE I GOT SOMETHING TO SAY,3.16,0.11,0.87,0.1,1.21,0.29
"This video shows how corrupt the law enforcement is. I’m sorry if that makes you upset it’s just, that’s how it is",2.26,0.05,0.56,0.05,0.71,0.15
So sad 😭😭😭,10.22,0.73,3.28,0.75,3.9,1.45
The White Baggy @ 2:10,5.7,0.22,1.59,0.23,1.91,0.56
WaaaaaaaaaaaaaaaaaaaaaaWAAAAAAAAAAAAA hes died 😭😭😭😭😥,8.39,0.7,2.9,0.71,3.68,1.4
I'm scared man,6.47,0.44,2.1,0.45,2.77,0.98
Heartbreaking...,9.67,0.89,3.4,0.9,4.29,1.71
Rip George floud,6.98,0.5,2.3,0.5,3.04,1.08
"I Was about to cry when I hear the ""Please man I can't breathe""  RIP GEORGE FLOYD.  RESPECT!",52.71,0.33,13.7,0.16,11.33,0.6
Gorge floyd shall be remembered,6.22,0.4,2.0,0.4,2.61,0.87
✊✊🏻✊🏼✊🏽✊🏾✊🏿,8.66,0.75,3.0,0.76,3.78,1.46
I love black people man. This just hurts me 😭. RIP love you brother 🙏,6.42,0.42,2.09,0.42,2.65,0.89
😥😭😫☹️soo sad,10.93,0.92,3.72,0.92,4.59,1.76
Makes me sick to my stomach SMMFh time for change is NOW,4.89,0.25,1.49,0.25,1.97,0.59
):,8.66,0.75,3.0,0.76,3.78,1.46
SMH 🤦‍♂️,8.1,0.66,2.77,0.66,3.54,1.33
This is just sad this man did absolutely nothing to deserve this,1.91,0.03,0.41,0.03,0.58,0.1
check the connection amd george floyd with freemasons,0.98,0.01,0.18,0.01,0.28,0.04
Ababagabo kobatwicara iwabo haryubwo iwacu nimpuhwe ra !!wapi baradushuka pp ntarukundo kadafi yavuze ukuri KBS,4.82,0.23,1.43,0.24,1.92,0.57
Bayangin jadi anak nyaa yg harus kehilangan ayahnya diumur segitu dan cara ayahnya yg bisa sampe meninggal kayak gitu :(,56.38,2.58,19.78,1.8,18.79,3.72
Sheep,4.47,0.19,1.29,0.2,1.74,0.5
They did not need him pinned he wasn't trying to escape we they be doing extra bro,51.89,0.84,14.72,0.45,13.95,1.31
This will be a historic event in the future,3.45,0.11,0.89,0.11,1.25,0.3
That was lebron,4.58,0.2,1.31,0.2,1.76,0.49
Da...mn  :-(,8.59,0.72,2.95,0.73,3.69,1.41
He was innocent man>:(,3.59,0.13,1.0,0.13,1.39,0.35
just curious why were cops driving an ambulance?,3.51,0.12,0.94,0.12,1.27,0.33
God bless I can't believe men do this and hurt others for the colour of skin he didn't do nothing wrong god bless him god bless us all.,0.65,0.0,0.12,0.0,0.19,0.02
He was begging for mercy our people are dying😭,5.31,0.29,1.63,0.3,2.14,0.68
Top ten videos taken before disaster,1.21,0.02,0.25,0.01,0.39,0.06
A memorial day gift.,4.99,0.27,1.54,0.27,2.07,0.66
🤧😪😪,8.66,0.75,3.0,0.76,3.78,1.46
"5:11 is ""Twelve copy, code 2."" (Non emergency response)  -  5:13 is ""412, here, we're going to go three."" Dispatch responds ""Copy Code 3."" (Emergency response with lights and sirens)",2.67,0.07,0.71,0.07,0.97,0.21
ACAB ACAB ✊🏻✊🏼✊🏽✊🏾✊🏿,9.18,0.82,3.21,0.84,4.03,1.59
Officer my pp hurt please help,0.75,0.01,0.13,0.01,0.21,0.02
Rip,6.95,0.49,2.29,0.5,2.98,1.05
Rip,6.58,0.43,2.13,0.44,2.75,0.95
"After I have seen that video I think that Floyd could definitely have breathed in that position if only he had not been full of fentanyl and metenphethamines. Also, if Floyd had been white nobody would have cared. Just sayin",0.53,0.0,0.09,0.0,0.13,0.01
"I can't breathe! In Memoriam George Floyd 

Thoughts, emotions, belief systems,
I'm looking for sympathy in every man.",2.16,0.05,0.55,0.05,0.78,0.16
Derek what did you do?,14.43,1.21,4.7,1.18,5.71,2.19
Them EMTs look like state troopers,5.43,0.33,1.74,0.33,2.33,0.77
Svrew the popo,5.77,0.32,1.8,0.34,2.37,0.78
Why,6.7,0.43,2.15,0.45,2.76,0.94
ALL LIVES MATTER!,5.52,0.31,1.7,0.31,2.25,0.71
😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 he told them he can't breathe,10.92,0.54,3.2,0.51,3.8,1.2
George didn't think he was going to pass that day,5.45,0.32,1.69,0.31,2.27,0.74
The answer my friend is blowing in the wind... The answer is blowing in the wind.,1.61,0.03,0.37,0.03,0.53,0.1
America fails to bring light in the light of sun,0.15,0.0,0.02,0.0,0.04,0.0
How morbid this is!!!,5.26,0.28,1.56,0.27,2.07,0.62
That’s sad,6.17,0.39,1.95,0.39,2.6,0.86
I find it shameful that one should do that to another being we all are the same we all are equal.,1.43,0.02,0.3,0.02,0.45,0.07
what did he do to make him suffer like that???,5.04,0.25,1.49,0.26,1.97,0.6
Why are do this?,6.34,0.38,1.96,0.39,2.55,0.82
That’s sickening,6.98,0.49,2.29,0.5,2.97,1.03
2:10-2:12 soneone throws something on the group or drops ? can't tell who snd again at 2:25-2:26 Floyd can be seen dropping little white thing on ground behind him,3.74,0.16,1.09,0.15,1.5,0.39
In our teaching all walks of life have the rights to live doesn't matter from the smallest to biggest living things..,0.82,0.01,0.17,0.01,0.27,0.03
Bruh,8.26,0.68,2.85,0.7,3.61,1.36
But why will the officer do it!!!,2.03,0.04,0.47,0.04,0.68,0.13
If I had witnessed this I would have called the ambulance right away not argue with the cops!,1.22,0.02,0.25,0.02,0.38,0.06
Why nobody helped Mr. Floyed?!,4.1,0.16,1.14,0.16,1.57,0.41
Had a similar thing happen to me. I saw  lawyer and was told move out of town before  proceeding.  Didnt have the money to move so I proceeded.  I should have listen to bbn lawyer was arrested a year ago for dui. I dont drink or do any drugs.  Should have moved. My heart and love go out to Floyd's family and friends.,0.37,0.0,0.06,0.0,0.1,0.01
Note the music playing behind this narration. This is just Wapo building up drama.,0.53,0.0,0.09,0.0,0.14,0.02
Why is it so hard to find the real video without the blabber. I want to form and make my own opinion. Why is it so hard to find the truth in this country.,5.74,0.07,1.13,0.06,1.27,0.22
Rsism,8.66,0.75,3.0,0.76,3.78,1.46
"Why do they always see white as supremacy??
We need to change the status of this racial injustice",36.4,0.08,9.96,0.05,4.99,0.32
"doesnt seem fishy to y'all? 

1. happens to be near the elections
2. happens when corona is dying off",1.38,0.01,0.26,0.01,0.38,0.05
Chauvin's days are numbered.,64.61,2.71,23.72,1.68,24.02,3.98
IM FROM MINNEAPOLIS,4.28,0.18,1.24,0.19,1.68,0.47
"If your going to make a video about it , be truthful with the facts ! Don't sway the 
Investigation !",2.69,0.06,0.66,0.07,0.91,0.21
"For people wondering, the substance on the floor at 5:22 is urine, which happens when someone is either very scared or dead.",0.63,0.0,0.12,0.0,0.19,0.02
Shame on you Policeman !!,5.96,0.19,1.49,0.19,1.99,0.5
Why do the paramedics looks like police?,4.63,0.2,1.31,0.2,1.76,0.49
Why can't this be shared?,2.79,0.08,0.7,0.08,1.01,0.23
Age restriction💔💔😫😫like 😡😡😡,9.11,0.82,3.2,0.83,4.05,1.6
In iraq we say We die 10 we die 100 We do not leave this cause,30.55,0.47,7.07,0.37,6.26,0.98
When those polices die they go to the underworld they killed a innocent man,46.47,1.39,13.93,0.87,13.51,2.48
This is wicked Ness,2.86,0.07,0.69,0.07,0.97,0.2
He died at the scene not at the hospital an hour later! Smdh! Why can’t they get one thing right 🥺 Rest In Peace,14.73,0.15,4.17,0.12,3.12,0.5
Weird how they told the 1 Police Officer with the body cam to go and watch out for the other 2 back at Georges car.,1.9,0.03,0.44,0.03,0.56,0.11
Very vague info,3.09,0.1,0.81,0.1,1.14,0.27
Smarter and wiser would be show all recording and to see who truly is guilty?,1.67,0.03,0.38,0.03,0.58,0.11
He was suppose to die. This was planned way Ahead..,6.37,0.18,1.79,0.19,1.87,0.49
Wtf did the police do to that generous man,5.05,0.27,1.53,0.27,2.06,0.64
Just because of cops,5.13,0.26,1.54,0.26,2.04,0.62
"Anyone noticed the fluid on the ground that keeps on growing,  is that urine ?!  does seem to come from the victim, if that's his own pee that would mean there was some serious pressure on his bladder, besides his neck ofc.",0.48,0.0,0.08,0.0,0.13,0.01
The police offcers should listen,5.34,0.27,1.62,0.29,2.15,0.68
"I'm Japanese
I was very shocked ,and I think Human rights violations should disappear from the world right now",1.58,0.02,0.37,0.02,0.52,0.08
He was criminal,4.92,0.24,1.47,0.25,1.95,0.57
Any one tell me 8.15 pm??? Why there not night???,1.17,0.01,0.23,0.01,0.35,0.05
"He was hig  with drug and was driver place in car, do you want he will drive over your little child?",8.56,0.53,2.69,0.53,3.27,1.1
I'm also wondering why the EMS let the officer continue to hold him when they were neeing to access the patient? Seemed to give a quick attempt to find a pulse walk way rather slowly to get the stretcher why wasn't he flipped over administered CPR placed on a defibrillator immediately? Treatment given and started tright there in the street?,0.18,0.0,0.03,0.0,0.05,0.0
Wonder how that would of played out if he didnt resist to begin with?,1.13,0.01,0.23,0.01,0.35,0.05
Sad,5.44,0.29,1.66,0.3,2.2,0.68
The people in the video aren't medics they have bullet proof vest on and a guns,12.76,0.23,2.68,0.18,3.36,0.54
This broke my heart 💔,2.55,0.06,0.63,0.06,0.89,0.19
"Medaria Arradondo Minneapolis Chef of Police a person of color
Mayor Jacob Frey Democrat
Tim Walz Minnesota's Governor Democrat",3.63,0.13,0.99,0.14,1.38,0.36
"china hired this officer to this to happen, now no one talks about corana virus and china...",18.52,0.23,3.75,0.16,4.0,0.49
This.is.discousting,4.36,0.17,1.2,0.17,1.62,0.42
can yall stop complaining? police used to put knees on people either black snd white. Everyone stop supporting those satanic looters,38.48,0.41,8.6,0.3,7.27,0.82
Is no one talking about the baggie he dropped?,3.73,0.14,0.99,0.13,1.36,0.34
American these 4 officers goof,1.11,0.01,0.22,0.01,0.35,0.05
Staged. All the magic numbers and symbolism.,1.63,0.03,0.37,0.03,0.56,0.1
And those men represent the law in the U.S.  no wonder why everyone has bad prejudice about America.,81.06,2.25,43.57,1.06,31.03,3.37
Video wouldn't play. That's odd cos there's plenty more of the same video unedited versions out there. I guess they said something youtube didn't like. Screw youtube.,1.25,0.02,0.29,0.02,0.46,0.07
The police think they are untouchable,2.61,0.07,0.65,0.07,0.93,0.2
Počivaj u miru,20.78,1.38,6.33,1.25,7.1,2.43
All police images around the world are no longer credible,0.95,0.01,0.18,0.01,0.28,0.03
What the hell was wrong with that cop,20.33,0.5,5.46,0.47,4.62,1.2
a normal day so nothing suprising,9.64,0.48,2.8,0.47,3.24,1.04
Even we cannot breath while watching this clip. Shame on human race,0.32,0.0,0.05,0.0,0.08,0.01
They are not EMT’s,7.29,0.53,2.41,0.55,3.11,1.11
Why are those EMTs dressed like cops?? Since when do EMTs Wear bullet proof vests and cary guns?,10.58,0.91,3.46,0.89,4.46,1.72
"Rip.sir Amen  and justice  has not been served yet but those cops will suffer for what they have done.,",1.75,0.03,0.4,0.03,0.57,0.11
"Wow they just went there just to show people how tough they are,after he killed him he just walked away like he didn’t do nothing,god bless the united of america",0.52,0.0,0.08,0.0,0.14,0.01
the fact that after they saw he wasn’t responding they still had his knee on his neck.,0.59,0.0,0.1,0.0,0.17,0.02
"Scary, and the policeman's expression without any feeling, taking the man's life.",24.43,0.38,5.3,0.28,5.55,0.83
"I can't breathe  my stomach is paining 😭😭😭😭😭
RIP George Floyd 🙏🙏🙏",37.56,1.21,10.52,0.9,10.6,2.29
on the vid you can see he was died earlyer than 9:25 p.m. at 8:25 p.m. he was without awareness or conscious! you can see it in this vid at 5:23 . rest in peace floyd!,3.58,0.14,1.02,0.13,1.4,0.34
